,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,"Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker4","Kinect_cam2:Marker4","Kinect_cam2:Marker4","Kinect_cam2:Marker4",Kinect_cam2:Marker1,Kinect_cam2:Marker1,Kinect_cam2:Marker1,Kinect_cam2:Marker2,Kinect_cam2:Marker2,Kinect_cam2:Marker2,Kinect_cam2:Marker3,Kinect_cam2:Marker3,Kinect_cam2:Marker3,Kinect_cam2:Marker4,Kinect_cam2:Marker4,Kinect_cam2:Marker4,Unlabeled 1106,Unlabeled 1106,Unlabeled 1106,Unlabeled 1107,Unlabeled 1107,Unlabeled 1107
,ID,"68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","DDDA0","DDDA0","DDDA0","DDB00","DDB00","DDB00","DDDF0","DDDF0","DDDF0","DDB10","DDB10","DDB10","DE160","DE160","DE160","DE3A0","DE3A0","DE3A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
28,0.233333,0.070467,-0.425974,0.175373,0.884774,-0.551961,0.294064,0.264493,0.000194,-0.523195,0.274634,0.273221,0.985297,-0.569120,0.324260,0.299647,0.978137,-0.519791,0.262013,0.227424,0.959981,-0.595564,0.315438,0.257534,0.946652,-0.523194,0.274640,0.273136,-0.569202,0.324261,0.299612,-0.519908,0.262080,0.227519,-0.595366,0.315365,0.257561,-0.615580,0.245224,0.436735,,,
29,0.241667,0.070395,-0.425990,0.175440,0.884759,-0.551959,0.294065,0.264508,0.000183,-0.523193,0.274638,0.273241,0.984465,-0.569123,0.324266,0.299655,0.978243,-0.519785,0.262010,0.227446,0.959836,-0.595563,0.315435,0.257542,0.946622,-0.523193,0.274653,0.273180,-0.569200,0.324259,0.299614,-0.519909,0.262076,0.227525,-0.595364,0.315362,0.257564,-0.615585,0.245213,0.436732,,,
30,0.250000,0.070399,-0.425988,0.175437,0.884760,-0.551959,0.294061,0.264510,0.000182,-0.523193,0.274635,0.273242,0.985075,-0.569122,0.324263,0.299657,0.978497,-0.519785,0.262006,0.227447,0.959613,-0.595563,0.315432,0.257544,0.946931,-0.523191,0.274648,0.273184,-0.569198,0.324255,0.299616,-0.519909,0.262074,0.227525,-0.595365,0.315358,0.257566,-0.615576,0.245199,0.436731,-0.621517,0.252838,0.312990
31,0.258333,0.070469,-0.426025,0.175280,0.884767,-0.551970,0.294057,0.264497,0.000198,-0.523208,0.274621,0.273225,0.985075,-0.569127,0.324253,0.299653,0.978497,-0.519803,0.262005,0.227427,0.959613,-0.595569,0.315439,0.257537,0.946931,-0.523241,0.274638,0.273129,-0.569197,0.324252,0.299617,-0.519907,0.262071,0.227527,-0.595363,0.315356,0.257569,-0.615585,0.245201,0.436726,,,
32,0.266667,0.070394,-0.425969,0.175439,0.884769,-0.551953,0.294064,0.264509,0.000183,-0.523187,0.274637,0.273241,0.985312,-0.569115,0.324266,0.299657,0.978659,-0.519781,0.262008,0.227446,0.959436,-0.595557,0.315434,0.257545,0.946617,-0.523185,0.274651,0.273184,-0.569190,0.324259,0.299616,-0.519906,0.262077,0.227523,-0.595359,0.315359,0.257565,-0.615575,0.245209,0.436736,-0.622091,0.252805,0.313075
33,0.275000,0.070366,-0.426403,0.175043,0.884641,-0.551914,0.294065,0.264501,0.000231,-0.523170,0.274613,0.273248,0.981397,-0.569084,0.324264,0.299649,0.972288,-0.519735,0.262002,0.227451,0.950151,-0.595497,0.315471,0.257510,0.922283,-0.523182,0.274654,0.273187,-0.569190,0.324262,0.299619,-0.519904,0.262078,0.227524,-0.595209,0.315356,0.257528,-0.615573,0.245221,0.436742,,,
34,0.283333,0.070400,-0.425970,0.175456,0.884765,-0.551960,0.294063,0.264507,0.000180,-0.523193,0.274637,0.273240,0.981397,-0.569124,0.324264,0.299655,0.972288,-0.519787,0.262008,0.227445,0.950151,-0.595565,0.315432,0.257543,0.922283,-0.523193,0.274652,0.273183,-0.569198,0.324257,0.299615,-0.519911,0.262075,0.227521,-0.595368,0.315358,0.257563,-0.615583,0.245220,0.436740,,,
35,0.291667,0.070531,-0.425990,0.175227,0.884790,-0.551982,0.294052,0.264477,0.000209,-0.523220,0.274615,0.273199,0.985335,-0.569134,0.324244,0.299639,0.978950,-0.519820,0.262004,0.227399,0.959963,-0.595581,0.315438,0.257525,0.947149,-0.523253,0.274621,0.273078,-0.569208,0.324254,0.299609,-0.519916,0.262072,0.227515,-0.595377,0.315354,0.257559,-0.616144,0.245600,0.436680,-0.621526,0.252848,0.312995
36,0.300000,0.070474,-0.426015,0.175284,0.884771,-0.551978,0.294060,0.264485,0.000197,-0.523216,0.274626,0.273213,0.974097,-0.569135,0.324256,0.299642,0.980537,-0.519812,0.262009,0.227414,0.960776,-0.595578,0.315442,0.257526,0.944411,-0.523249,0.274641,0.273116,-0.569205,0.324258,0.299607,-0.519914,0.262075,0.227514,-0.595374,0.315360,0.257558,-0.615583,0.245209,0.436729,,,
37,0.308333,0.070436,-0.426448,0.174883,0.884645,-0.551933,0.294060,0.264480,0.000247,-0.523193,0.274600,0.273223,0.970138,-0.569096,0.324253,0.299635,0.974270,-0.519760,0.262001,0.227422,0.951900,-0.595510,0.315478,0.257494,0.920041,-0.523239,0.274643,0.273122,-0.569196,0.324259,0.299611,-0.519907,0.262076,0.227520,-0.595216,0.315355,0.257521,-0.615573,0.245213,0.436738,,,
